"Title","Location","Posted_Date","Institution","Link","Archive_Date","Job_Type","Category"
"Fixed Term Instructor - Construction Management/Construction Technology","Business, Construction, and Energy Technology ","2025-07-25","Montana State University Billings","https://employment.msubillings.edu/postings/7488","2026-08-07","Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"Transportation Instructor","City College","2025-04-08","Montana State University Billings","https://employment.msubillings.edu/postings/7426","2026-08-07","Instructor/Teacher/Faculty","Uncategorized"
"Faculty Member for Diesel Technology/Agricultural Mechanics Technology (Tenure Track or Non-Tenure Track)","Diesel Technology","2026-05-08","Montana State University-Northern","https://jobs.msun.edu/postings/2661","2026-08-07","Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"Faculty Member for Automotive/Diesel Technology (ATDI) (Tenure Track or Non-Tenure Track)","Automotive","2026-02-19","Montana State University-Northern","https://jobs.msun.edu/postings/2643","2026-08-07","Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"Adjunct Instructor of Nursing","Nursing","2025-12-12","Montana State University-Northern","https://jobs.msun.edu/postings/2635","2026-08-07","Adjunct/Part-Time Faculty","CTE - Health Sciences"
"Assistant or Associate Professor of Biology (Biomedical), tenure track","Biology","2025-12-12","Montana State University-Northern","https://jobs.msun.edu/postings/2629","2026-08-07","Instructor/Teacher/Faculty","Science"
"Early Learning Center Teachers","Office of Administration & Finance","2026-08-06","Great Falls College MSU","https://jobs.gfcmsu.edu/postings/2546","2026-08-07","Instructor/Teacher/Faculty","Uncategorized"
"Adjunct Faculty Pool","Office of Academics","2026-07-23","Great Falls College MSU","https://jobs.gfcmsu.edu/postings/2532","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Native American Studies Adjunct Instructor","Humanities & Fine Arts","2026-06-25","Great Falls College MSU","https://jobs.gfcmsu.edu/postings/2515","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Dental Hygiene Program Adjunct (part-time) Faculty **Updated**","Dental Hygiene","2026-06-16","Great Falls College MSU","https://jobs.gfcmsu.edu/postings/2511","2026-08-07","Adjunct/Part-Time Faculty","CTE - Health Sciences"
"College Writing Adjunct Faculty Pool","Office of Academics","2026-04-06","Great Falls College MSU","https://jobs.gfcmsu.edu/postings/2473","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Clinical Adjunct Instructor Nursing Pool","Nursing","2025-07-14","Great Falls College MSU","https://jobs.gfcmsu.edu/postings/2330","2026-08-07","Adjunct/Part-Time Faculty","CTE - Health Sciences"
"Adjunct Faculty for AY 26 (Fall '25, Spring '26& Summer '26)","All Departments",NA,"Montana Tech","https://montanatechuniversity.applytojob.com/apply/On8k0r2XKh/Adjunct-Faculty-For-AY-26-Fall-25-Spring-26-Summer-26","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Adjunct Faculty for AY 27 (Fall '26, Spring '27 & Summer '27)","All Departments",NA,"Montana Tech","https://montanatechuniversity.applytojob.com/apply/fqFzr9aJVi/Adjunct-Faculty-For-AY-27-Fall-26-Spring-27-Summer-27","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Assistant or Associate Professor Petroleum Engineering","Petroleum Engineering",NA,"Montana Tech","https://montanatechuniversity.applytojob.com/apply/gUzkurPLKW/Assistant-Or-Associate-Professor-Petroleum-Engineering","2026-08-07","Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"Assistant Professor or Associate Professor","Metallurgical & Materials Engineering",NA,"Montana Tech","https://montanatechuniversity.applytojob.com/apply/HcQXgrIwtV/Assistant-Professor-Or-Associate-Professor","2026-08-07","Instructor/Teacher/Faculty","Uncategorized"
"Visiting Lab Instructor/Lab Director-Environmental Engineering","Environmental Engineering",NA,"Montana Tech","https://montanatechuniversity.applytojob.com/apply/K7MU7DFEew/Visiting-Lab-InstructorLab-DirectorEnvironmental-Engineering","2026-08-07","Instructor/Teacher/Faculty","Science"
"Adjunct Instructor, Music","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/75716","2026-08-07","Adjunct/Part-Time Faculty","The Arts"
"Instructional Specialist, Writing Lab","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/67909","2026-08-07","Instructor/Teacher/Faculty","Science"
"Adjunct Instructor, Culinary","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/61479","2026-08-07","Adjunct/Part-Time Faculty","Culinary/Hospitality"
"Adjunct Instructor, Clinical Skills Instructor, Medical Assisting","Libby, MT 59923",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/59644","2026-08-07","Adjunct/Part-Time Faculty","CTE - Health Sciences"
"Adjunct Instructor, Unmanned Aerial Mapping, Drone","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/59579","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Adjunct Instructor, Industrial Machine Technology","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/50048","2026-08-07","Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"Adjunct Instructor - Lincoln County Campus,  History and/or Political Science","Libby, MT 59923",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/41298","2026-08-07","Adjunct/Part-Time Faculty","Science"
"Adjunct Instructor, Natural Resources and Conservation","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/33603","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Adjunct Instructor, Chemistry","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/38339","2026-08-07","Adjunct/Part-Time Faculty","Science"
"Adjunct Instructor, Spanish","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/24751","2026-08-07","Adjunct/Part-Time Faculty","Language"
"Temp, Instructor, Emergency Care Practitioner (ECP) - Basic Skills","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/7328","2026-08-07","Instructor/Teacher/Faculty","Uncategorized"
"Adjunct Instructor, Lincoln County Campus, General Education","Libby, MT 59923",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/7152","2026-08-07","Adjunct/Part-Time Faculty","Education"
"Adjunct Instructor, Native American Studies","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/6838","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Adjunct Instructor, HVAC","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/6792","2026-08-07","Adjunct/Part-Time Faculty","Uncategorized"
"Adjunct Instructor, Electrical","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/6759","2026-08-07","Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"Adjunct Instructor, Communication","KALISPELL, MT 59901",NA,"Flathead Valley Community College","https://www.paycomonline.net/v4/ats/web.php/portal/23D9610C7FF62DF6DF80223B0B1ED6E3/jobs/6749","2026-08-07","Adjunct/Part-Time Faculty","Humanities"
